Rank,Name,Symbol,marketcap,price (USD),country,Sector
761,Neinor Homes,HOME.MC,1222609123,16.3917,Spain, Real Estate
762,Biotage AB,BIOT.ST,1219778873,15.2378,Sweden, Health Care
763,Semapa,SEM.LS,1219616797,15.2701,Portugal, Basic Materials
764,Mips AB,MIPS.ST,1216930985,45.9374,Sweden, Technology
765,Cosmo Pharmaceuticals,C43.F,1209243317,73.8704,Ireland, Health Care
766,Pharvaris,PHVS,1203291648,22.28,Netherlands, Health Care
767,ChemoMetec,CHEMM.CO,1201676887,69.052,Denmark, Health Care
768,Kontron AG,KTN.F,1198192223,19.4543,Austria, Technology
769,Neurones,NRO.PA,1196243028,49.2829,France, Technology
770,GasLog,GLOP-PA,1188999552,25.91,Greece, Energy
771,B.F. S.p.A.,BFG.MI,1186104898,4.51849,Italy, Industrials
772,Juventus Turin,JUVE.MI,1185037334,3.12574,Italy, Communication Services
773,Scandinavian Tobacco Group,STG.CO,1180442285,14.9208,Denmark, Consumer Staples
774,Adecoagro,AGRO,1179326080,11.51,Luxembourg, Consumer Staples
775,BioArctic AB,BIOA-B.ST,1173568572,13.2795,Sweden, Health Care
776,Faes Farma,FAE.MC,1173099502,3.76901,Spain, Health Care
777,Gimv NV,GIMB.BR,1172193301,40.9792,Belgium,     Financials
778,Corticeira Amorim,COR.LS,1171799901,8.81052,Portugal, Basic Materials
779,KSB SE &amp; Co. KGaA,KSB.DE,1158571992,684.784,Germany, Industrials
780,Elmos Semiconductor,ELG.DE,1155781059,67.5078,Germany, Technology
781,Caisse Régionale de Crédit Agricole Mutuel du Languedoc,CRLA.PA,1146507581,56.616,France, Finance
782,Voltalia,VLTSA.PA,1144714228,8.74582,France, Utilities
783,Elior Group,ELIOR.PA,1144529882,4.51418,France, Consumer Discretionary
784,Nokian Tyres,TYRES.HE,1143043865,8.29074,Finland, Consumer Discretionary
785,Salzgitter,SZG.F,1132972199,20.8131,Germany, Basic Materials
786,Kinepolis Group,KIN.BR,1132766457,42.3811,Belgium, Communication Services
787,Lisi S.A.,FII.PA,1130088023,24.8032,France, Industrials
788,Bilia AB,BILI-A.ST,1126882240,12.1791,Sweden, Consumer Discretionary
789,Altri,ALTR.LS,1124874643,5.48366,Portugal, Basic Materials
790,EMEIS,EMEIS.PA,1121079435,6.96323,France, Real Estate
791,AmRest,EAT.MC,1116857009,5.1224,Spain, Consumer Discretionary
792,Adtran Networks,ADV.DE,1104747736,21.2229,Germany, Technology
793,GVS S.p.A.,GVS.MI,1104211539,6.31942,Italy, Health Care
794,Salvatore Ferragamo,SFER.MI,1103262685,6.65912,Italy, Consumer Discretionary
795,Clas Ohlson AB,CLAS-B.ST,1097185638,17.3174,Sweden, Consumer Discretionary
796,Immatics,IMTX,1096881536,9.19,Germany, Health Care
797,Calliditas Therapeutics,CALT,1096594688,40.0001,Sweden, Health Care
798,DFDS A/S,DFDS.CO,1092653820,20.1112,Denmark, Industrials
799,Barco NV,BAR.BR,1089937323,12.2938,Belgium, Technology
800,SÜSS MicroTec,SMHN.DE,1088427012,56.9395,Germany, Technology
801,Lectra SA,LSS.PA,1085758378,28.6315,France, Industrials
802,Fluxys Belgium,FLUX.BR,1083745618,15.529,Belgium, Utilities
803,Prosegur,PSG.MC,1077157477,2.02308,Spain, Industrials
804,Dalata Hotel Group,DHG.IR,1060103095,4.87976,Ireland, Consumer Discretionary
805,Electrica,ECEA.F,1052749134,12.4016,Romania, Utilities
806,Vetoquinol,VETO.PA,1051437524,88.8601,France, Health Care
807,Mercialys,MERY.PA,1049328761,11.2369,France, Real Estate
808,Inwido AB,INWI.ST,1048715878,18.0914,Sweden, Industrials
809,Ferretti,F3T1.F,1038481820,3.06805,Italy, Consumer Discretionary
810,Per Aarsleff Holding A/S B,PAAL-B.CO,1037453109,59.9289,Denmark, Industrials
811,Nexa Resources,NEXA,1035673024,7.82,Luxembourg, Basic Materials
812,Mensch und Maschine,MUM.F,1031745498,60.3904,Germany, Technology
813,Frey SA,FREY.PA,1030417323,32.352,France, Real Estate
814,Cibus Nordic Real Estate,CIBUS.ST,1020340709,16.203,Sweden, Real Estate
815,Wacker Neuson,WAC.F,1019532630,14.9898,Germany, Industrials
816,Rusta AB,RUSTA.ST,1011739750,6.67705,Sweden, Consumer Discretionary
817,Telia Lietuva,ZWS.F,1011658829,1.67691,Lithuania, Communication Services
818,Optima bank,OPTIMA.AT,1008794944,13.6741,Greece, Financials
819,Stabilus,STM.DE,1006858587,40.7635,Luxembourg, Industrials
820,Sedlmayr Grund und Immobilien AG,SPB.F,1005663893,1369.57,Germany, Real Estate
821,Zeal Network,TIMA.F,997263488,46.0477,Germany, Consumer Discretionary
822,Comer Industries,COM.MI,988870053,34.5088,Italy, Industrials
823,Mediaset España Comunicación,TL5.MC,988369326,3.16,Spain, Communication Services
824,Alma Media,ALMA.HE,983682899,11.9702,Finland, Communication Services
825,Core Laboratories,CLB,978444736,20.8401,Netherlands, Energy
826,Retail Estates NV,RET.BR,969067184,65.8902,Belgium, Real Estate
827,Prothena,PRTA,954062528,17.74,Ireland, Health Care
828,D/S Norden (Dampskibsselskabet Norden),DNORD.CO,953358519,31.4609,Denmark, Industrials
829,AMAG Austria Metall,AM8.F,951048972,26.2051,Austria, Basic Materials
830,Aegean Airlines,AEGN.AT,950547905,10.6222,Greece, Industrials
831,Verbio,VBK.F,947085017,14.8172,Germany, Energy
832,Grenergy Renovables,GRE.MC,939351114,32.7833,Spain, Utilities
833,Técnicas Reunidas,TRE.MC,936351265,11.9918,Spain, Energy
834,OHB SE,OHB.DE,935613743,48.8515,Germany, Industrials
835,Zignago Vetro,ZV.MI,933802101,10.5575,Italy, Basic Materials
836,Casino Guichard-Perrachon,CO.PA,927599629,2.31371,France, Consumer Staples
837,Grupa Pracuj,GPP.WA,921787572,13.5031,Poland, Technology
838,Creades AB,CRED-A.ST,911553755,6.71435,Sweden, Financials
839,PNE AG,PNE3.DE,910350894,11.884,Germany, Utilities
840,Eckert &amp; Ziegler,EUZ.F,906718292,42.6184,Germany, Health Care
841,GAG Immobilien,GWK3.HM,905438154,56.0768,Germany, Real Estate
842,EuroTeleSites,ETS.VI,904703186,5.44592,Austria, Real Estate
843,Drägerwerk,DRW8.F,904510489,45.7241,Germany, Health Care
844,Formycon AG,FYB.DE,901726250,50.5769,Germany, Health Care
845,Arjo AB,ARJO-B.ST,901693913,3.31055,Sweden, Health Care
846,NTG Nordic Transport Group A/S,NTG.CO,890389788,41.7117,Denmark, Industrials
847,NEUCA,NEU.WA,888269296,198.809,Poland, Health Care
848,Grenke,GLJ.F,886791537,19.4975,Germany, Financials
849,EL.En. S.p.A. (Elen Group),ELN.MI,884151614,11.0428,Italy, Industrials
850,Altareit,AREIT.PA,882386697,504.691,France, Real Estate
851,Montepino Logística,MLMTP.PA,880929598,10.2448,Spain, Real Estate
852,Befesa,BFSA.DE,871346921,21.7837,Luxembourg, Industrials
853,Électricite de Strasbourg,ELEC.PA,869859937,120.242,France, Utilities
854,Spadel,SPA.BR,868292755,209.21,Belgium, Consumer Staples
855,Realia Business,RLIA.MC,867680707,1.06977,Spain, Real Estate
856,Rhön-Klinikum,RHK.DE,866237481,12.9408,Germany, Health Care
857,Tsakos Energy Navigation,TNP,863923968,29.28,Greece, Energy
858,Modern Times Group (MTG),MTG-B.ST,860491170,7.22725,Sweden, Communication Services
859,Prosegur Cash,CASH.MC,853553775,0.579101,Spain, Industrials
860,Caisse Régionale de Crédit Agricole Mutuel Nord de France,CNDF.PA,853238296,14.6986,France, Finance
861,eDreams ODIGEO,EDR.MC,852070243,6.88019,Spain, Consumer Discretionary
862,Derichebourg,DBG.PA,850984251,5.34239,France, Industrials
863,Intrakat,INKAT.AT,844614205,5.26259,Greece, Industrials
864,Banco di Desio e della Brianza,BDB.MI,838762135,6.08217,Italy, Finance
865,Revenio,REG1V.HE,837488623,31.4893,Finland, Health Care
866,Nexity,NXI.PA,834020283,14.9574,France, Real Estate
867,CompuGroup Medical,COP.DE,831639521,15.874,Germany, Health Care
868,Compagnie des Alpes,CDA.PA,831611293,16.4348,France, Consumer Discretionary
869,Sto SE &amp; Co. KGaA,STO3.DE,831575542,129.408,Germany, Industrials
870,Vossloh AG,VOS.DE,831519914,47.3417,Germany, Industrials
871,Better Collective A/S,BETCO-DKK.CO,830164296,13.3593,Denmark, Communication Services
872,AMS-Osram,AMS.SW,827227960,8.36407,Austria, Technology
873,Cancom,COK.F,827134468,25.9894,Germany, Technology
874,Piaggio,PIA.MI,826595302,2.33366,Italy, Consumer Discretionary
875,Puuilo,PUUILO.HE,819695339,9.73256,Finland, Consumer Discretionary
876,Navigo Invest,NAVIGO-STAM.ST,817756528,0.223812,Sweden, Financials
877,Fnac Darty,FNAC.PA,813107197,28.5237,France, Consumer Discretionary
878,Bénéteau,BEN.PA,811014722,10.0723,France, Consumer Discretionary
879,Audax Renovables,ADX.MC,810581844,1.79877,Spain, Utilities
880,BASSAC,BASS.PA,809518559,49.3907,France, Real Estate
881,Jastrzebska Spólka Weglowa,JSW.WA,805874721,6.86365,Poland, Basic Materials
882,Volati AB,VOLO.ST,805102561,8.95247,Sweden, Industrials
883,Karnov Group,KAR.ST,804796983,7.46039,Sweden, Communication Services
884,Musti Group,MUSTI.HE,804722942,24.1022,Finland, Consumer Discretionary
885,MedCap,MCAP.ST,787091484,53.1553,Sweden, Health Care
886,Media and Games Invest,M8G.DE,786614938,4.11409,Malta, Communication Services
887,Norion Bank,NORION.ST,782390985,3.80946,Sweden, Financials
888,Tarkett,TKTT.PA,773829501,11.8085,France, Consumer Discretionary
889,Séché Environnement,SCHP.PA,772713279,98.4579,France, Industrials
890,(DIA) Distribuidora Internacional de Alimentación,DIA.MC,769884732,0.0132643,Spain, Consumer Staples
891,Clariane,CLARI.PA,768712192,2.16111,France, Real Estate
892,OVS S.p.A.,OVS.MI,768511075,3.13599,Italy, Consumer Discretionary
893,Wild Bunch,WBAH.F,764266080,31.9206,Germany, Communication Services
894,Palfinger,PFI.F,761115013,21.7837,Austria, Industrials
895,Piovan S.p.A.,PVN.MI,760845362,14.8819,Italy, Industrials
896,CEWE,CWC.F,757544665,108.918,Germany, Consumer Discretionary
897,Agrana,AGR.VI,754746900,12.0781,Austria, Consumer Staples
898,Groupe CRIT,CEN.PA,754602791,71.6057,France, Industrials
899,Hexatronic Group AB,HTRO.ST,753999438,3.66958,Sweden, Technology
900,Paul Hartmann,PHH2.F,752633374,211.906,Germany, Health Care
901,Thermador Groupe,THEP.PA,751616469,81.9584,France, Industrials
902,Equasens,EQS.PA,748885444,49.8221,France, Health Care
903,VIEL &amp; Cie,VIL.PA,747049852,11.8624,France, Financials
904,Savencia Fromage &amp; Dairy,SAVE.PA,743523468,55.4297,France, Consumer Staples
905,Lar España Real Estate,LRE.MC,741376124,8.86445,Spain, Real Estate
906,ENCE Energía y Celulosa,ENC.MC,740182465,3.05187,Spain, Basic Materials
907,Synergie SE,SDG.PA,736253087,30.6266,France, Industrials
908,MARR S.p.A.,MARR.MI,734476851,11.3232,Italy, Consumer Staples
909,Bergman &amp; Beving,BERG-B.ST,734221837,27.4636,Sweden, Industrials
910,BKS Bank,BKS.VI,731951015,16.0682,Austria, Financials
911,Deutsche Pfandbriefbank,PBB.DE,730828168,5.40817,Germany, Financials
912,Auto Partner,APR.WA,730566051,5.59306,Poland, Consumer Discretionary
913,Logistea AB,LOGI-A.ST,730430383,1.49208,Sweden, Real Estate
914,Manitou Group,MTU.PA,727067745,19.0014,France, Industrials
915,Aktia Bank,AKTIA.HE,724148578,9.93206,Finland, Financials
916,Kaufman &amp; Broad,KOF.PA,723932967,37.1509,France, Real Estate
917,Medion AG,MDN.DE,722766086,16.176,Germany, Consumer Discretionary
918,Citycon,CTY1S.HE,717702267,3.89734,Finland, Real Estate
919,secunet,YSN.F,717156752,110.212,Germany, Technology
920,AT&amp;S Austria Technologie &amp; Systemtechnik,ATS.VI,715999672,18.4298,Austria, Technology
921,Südwestdeutsche Salzwerke,SSH.F,713870894,67.9392,Germany, Basic Materials
922,Recticel,RECT.BR,711155604,12.6604,Belgium, Basic Materials
923,Placoplatre,MLPLC.PA,711057185,544.592,France, Basic Materials
924,ADS-TEC Energy,ADSE,706779904,13.725,Ireland, Technology
925,Elvalhalcor Hellenic Copper and Aluminium Industry,ELHA.AT,703300507,1.87426,Greece, Basic Materials
926,Epsilon Net,EPSIL.AT,701391136,12.9408,Greece, Technology
927,IVS Group,IVS.MI,698393771,7.72134,Italy, Consumer Staples
928,Cloetta,CLA-B.ST,697869135,2.43955,Sweden, Consumer Staples
929,TomTom,TOM2.AS,697665498,5.68317,Netherlands, Technology
930,Nederman Holding,NMAN.ST,697507312,19.8633,Sweden, Industrials
931,Patrizia Immobilien,P1Z.VI,691839724,8.02329,Germany, Real Estate
932,Pierre et Vacances,VAC.PA,690725642,1.50545,France, Consumer Discretionary
933,MLP SE,MLP.DE,689521493,6.30864,Germany, Financials
934,Samhällsbyggnadsbolaget i Norden,SBB-B.ST,687933376,0.410508,Sweden, Real Estate
935,Oeneo,SBT.PA,686606742,10.6977,France, Consumer Staples
936,Ponsse,PON1V.HE,685058747,24.4797,Finland, Industrials
937,Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée,CRAV.PA,683557684,92.6238,France, Finance
938,JOST Werke SE,JST.DE,681289766,45.7241,Germany, Industrials
939,Arnoldo Mondadori Editore,MN.MI,670555186,2.5612,Italy, Communication Services
940,Comarch,CMR.WA,669690872,82.3389,Poland, Technology
941,Burelle,BUR.PA,667829682,372.048,France, Industrials
942,Ellaktor,ELLAKTOR.AT,665330279,1.91092,Greece, Industrials
943,Friedrich Vorwerk Group,VH2.DE,661726872,31.1118,Germany, Consumer Discretionary
944,Energiekontor,EKT.DE,660773463,47.4496,Germany, Utilities
945,Globe Trade Centre,GTC.WA,658106297,1.14602,Poland, Real Estate
946,MBB SE,MBB.DE,657170262,114.31,Germany, Industrials
947,YIT,YIT.HE,656438469,2.84698,Finland, Industrials
948,Develia,DVL.WA,655788527,1.44996,Poland, Real Estate
949,Ontex Group,ONTEX.BR,655448066,8.07721,Belgium, Consumer Staples
950,Nürnberger Versicherung,NBG6.F,652338894,55.5376,Germany, Financials
951,Olvi plc,OLVAS.HE,651843623,31.4893,Finland, Consumer Staples
952,Dynavox Group,DYVOX.ST,650228159,6.20145,Sweden, Health Care
953,Abivax,ABVX,649310656,10.32,France, Health Care
954,X-FAB,XFAB.PA,648863375,4.96711,Belgium, Technology
955,Caisse Régionale de Crédit Agricole Mutuel Alpes Provence,CRAP.PA,648800569,86.272,France, Finance
956,Tokmanni,TOKMAN.HE,646675449,10.9889,Finland, Consumer Discretionary
957,Sipef,SIP.BR,643718115,61.9001,Belgium, Consumer Staples
958,Boozt,BOOZT.ST,641431488,9.83839,Sweden, Consumer Discretionary
959,CTT - Correios De Portugal,CTT.LS,638041074,4.66947,Portugal, Industrials
960,Laurent-Perrier,LPE.PA,636762661,107.84,France, Consumer Staples
961,HOMAG Group,HG1.F,632730724,40.3321,Germany, Industrials
962,Curevac,CVAC,630322304,2.81,Germany, Health Care
963,Ascopiave,ASC.MI,629030967,2.90629,Italy, Utilities
964,TF Bank AB,TFBANK.ST,627558696,29.1888,Sweden, Financials
965,Synsam,SYNSAM.ST,624474463,4.22445,Sweden, Consumer Discretionary
966,PORR,ABS2.F,622504734,16.1976,Austria, Industrials
967,Mühlbauer Holding,MUB.DE,621359940,43.783,Germany, Industrials
968,DEUTZ,DEZ.DE,619513305,4.46457,Germany, Industrials
969,Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes,CRSU.PA,615999068,133.657,France, Finance
970,TAKKT AG,TTK.DE,609236795,9.40365,Germany, Industrials
971,NRJ Group,NRG.PA,607620886,7.72134,France, Communication Services
972,About You,YOU.DE,601409719,3.44549,Germany, Consumer Discretionary
973,Boiron,BOI.PA,599151947,34.5088,France, Health Care
974,Quadient,QDT.PA,598752887,17.4916,France, Industrials
975,eQ Oyj,EQV1V.HE,596124352,14.3966,Finland, Financials
976,AlzChem Group,ACT.DE,594797213,58.4493,Germany, Basic Materials
977,Kempower,KEMPOWR.HE,587130327,10.6222,Finland, Industrials
978,Indus Holding,INH.F,585713948,21.8915,Germany, Industrials
979,Admie Holding,ADMIE.AT,582396963,2.51267,Greece, Utilities
980,Atal S.A.,1AT.WA,580300193,13.4283,Poland, Industrials
981,Autohellas,OTOEL.AT,577620981,12.0134,Greece, Consumer Discretionary
982,Wirtualna Polska (WP Holding),WPL.WA,576960438,19.4823,Poland, Communication Services
983,GL Events SA,GLO.PA,575448481,19.4759,France, Industrials
984,WashTec AG,WSU.DE,574313176,42.0576,Germany, Industrials
985,cBrain,CBRAIN.CO,568394670,29.0608,Denmark, Technology
986,Ålandsbanken,ALBAV.HE,567841812,37.2048,Finland, Financials
987,Hamborner REIT,HABA.DE,567558253,6.95568,Germany, Real Estate
988,Wiit S.p.A.,WIIT.MI,566414252,21.7298,Italy, Technology
989,Aramis Group,ARAMI.PA,560337738,6.78313,France, Consumer Discretionary
990,GFT Technologies,GFT.DE,558712097,21.2229,Germany, Technology
991,Groupe SAMSE,SAMS.PA,558125172,162.838,France, Industrials
992,Pharmanutra,PHN.MI,554322994,57.6944,Italy, Consumer Staples
993,Scanfil,SCANFL.HE,553278896,8.48701,Finland, Industrials
994,EuroGroup Laminations,EGLA.MI,551429466,3.34735,Italy, Industrials
995,Attica Holdings,ATTICA.AT,548056439,2.25386,Greece, Industrials
996,Groupe Guillin,ALGIL.PA,546212324,29.5481,France, Basic Materials
997,Renta 4 Banco,R4.MC,544155807,13.3722,Spain, Financials
998,Mersen,MRN.PA,543526263,22.3229,France, Industrials
999,Pharming Group,PHAR,542004800,7.99,Netherlands, Health Care
1000,PostNL,PNL.AS,537387219,1.07732,Netherlands, Industrials
1001,F.I.L.A. - Fabbrica Italiana Lapis ed Affini,FILA.MI,536196148,10.7193,Italy, Consumer Discretionary
1002,SMA Solar Technology,S92.F,534738497,15.4103,Germany, Industrials
1003,Marimekko,MEKKO.HE,532026555,13.1133,Finland, Consumer Discretionary
1004,Sligro Food,SLIGR.AS,530826477,12.0134,Netherlands, Consumer Staples
1005,SP Group A/S,SPG.CO,530095622,43.9527,Denmark, Industrials
1006,Voyageurs du Monde,ALVDM.PA,529393016,154.211,France, Consumer Discretionary
1007,Evli,EVLI.HE,528384186,19.9504,Finland, Financials
1008,MYT Netherlands Parent (Mytheresa),MYTE,528222880,6.195,Germany, Consumer Discretionary
1009,Nexters,GDEV,525085600,29,Cyprus, Communication Services
1010,Mutares,MUX.DE,523750484,24.5336,Germany, Industrials
1011,Bahnhof AB,3B7.F,521171090,4.7827,Sweden, Communication Services
1012,Caisse Régionale de Crédit Agricole Mutuel Loire Haute-Loire,CRLO.PA,520034992,64.1648,France, Finance
1013,ProCredit,PCZ.DE,515750898,8.75661,Germany, Financials
1014,Aurelius Group,AR4.DE,513292829,19.24,Germany, Industrials
1015,Schoeller-Bleckmann Oilfield Equipment,SBO.VI,513250219,32.5677,Austria, Energy
1016,Purmo Group,PURMO.HE,513165707,12.0242,Finland, Industrials
1017,Miquel y Costas &amp; Miquel,MCM.MC,511469048,13.4261,Spain, Basic Materials
1018,Auna,AUNA,510770592,6.91,Luxembourg, Communication Services
1019,Crédit Agricole Mutuel de la Touraine et du Poitou,CRTO.PA,508901732,81.8182,France, Finance
1020,Tinexta,TNXT.MI,507249865,11.0644,Italy, Technology
1021,Finnair,FIA1S.HE,501518404,2.45228,Finland, Industrials
1022,Kri-Kri Milk Industry,KRI.AT,500278779,15.1515,Greece, Consumer Staples
1023,EnviTec Biogas,ETG.DE,494839849,33.3225,Germany, Utilities
1024,Care Property Invest NV,CPINV.BR,492226671,13.3075,Belgium, Real Estate
1025,Amadeus Fire,AAD.DE,492075315,90.5856,Germany, Industrials
1026,Archicom,ARH.WA,491122151,8.39582,Poland, Real Estate
1027,Mail.ru Group,RL9A.F,488183504,2.15866,Cyprus, Communication Services
1028,Delta Plus Group,ALDLT.PA,486583794,67.9392,France, Industrials
1029,adesso SE,ADN1.DE,485170521,74.4096,Germany, Technology
1030,Klöckner &amp; Co,KCO.DE,484066654,4.8528,Germany, Basic Materials
1031,Exmar,EXM.BR,484032352,8.41152,Belgium, Energy
1032,Enento Group,ENENTO.HE,482932350,20.4033,Finland, Industrials
1033,Bpost,13B.F,481814955,2.37248,Belgium, Industrials
1034,Tallink Grupp,T5N.F,480317032,0.633021,Estonia, Industrials
1035,Brunel International,BRNL.AS,475040155,9.42521,Netherlands, Industrials
1036,John Mattson Fastighetsföretagen,JOMA.ST,472152493,6.22943,Sweden, Real Estate
1037,Oatly,OTLY,471640704,0.7901,Sweden, Consumer Staples
1038,PlayWay,PLW.WA,466155119,70.6296,Poland, Communication Services
1039,Villeroy &amp; Boch,VIB3.DE,464799431,17.524,Germany, Consumer Discretionary
1040,Asseco Business Solutions,ABS.WA,462769380,14.101,Poland, Technology
1041,Marie Brizard Wine &amp; Spirits,MBWS.PA,462032136,4.09792,France, Consumer Staples
1042,Nextensa,NEXTA.BR,459913124,45.5085,Belgium, Real Estate
1043,Jumia,JMIA,458623936,3.745,Germany, Consumer Discretionary
1044,GH Research,GHRS,458367584,8.81,Ireland, Health Care
1045,Fiducial Real Estate,ORIA.PA,458173191,189.798,France, Real Estate
1046,The Italian Sea Group,TISG.MI,455526781,8.59484,Italy, Industrials
1047,Talgo S.A.,TLGO.MC,454607260,3.69891,Spain, Industrials
1048,Roche Bobois,RBO.PA,454132626,45.2928,France, Consumer Discretionary
1049,Jensen-Group,JEN.BR,452983932,46.6947,Belgium, Industrials
1050,Fastighets AB Trianon,TRIAN-B.ST,450331294,2.24744,Sweden,Real Estate
1051,Fastned,FAST.AS,449054589,23.5091,Netherlands,Utilities
1052,Norma Group,NOEJ.F,447629514,13.5878,Germany,  Industrials
1053,PIERER Mobility,PKTM.VI,446465153,13.2104,Austria,Consumer Discretionary
1054,TINC NV,TINC.BR,446260930,12.2722,Belgium,Real Estate
1055,Valneva SE,VALN,446158304,5.33,France,Health Care
1056,Waga Energy,WAGA.PA,443688127,17.0387,France,Utilities
1057,Plastika Kritis,PLAKR.AT,442885797,16.176,Greece,Basic Materials
1058,RCS MediaGroup,RCS.MI,441895499,0.854093,Italy,Communication Services
1059,Global Dominion Access,DOM.MC,439288360,2.93864,Spain,Industrials
1060,Nilfisk Holding,NLFSK.CO,434553905,16.0196,Denmark,Industrials
1061,Linedata Services,LIN.PA,431552870,87.1347,France,Technology
1062,Lindex Group,LINDEX.HE,431378117,2.66904,Finland,Consumer Discretionary
1063,Duni AB,DUNI.ST,427769643,9.10168,Sweden,Consumer Discretionary
1064,Caisse régionale de Crédit Agricole Mutuel d'Ille-et-Vilaine,CIV.PA,425476804,69.9881,France,Finance
1065,Medios AG,ILM1.DE,425232516,16.6721,Germany,Health Care
1066,Acinque,AC5.MI,424567324,2.15141,Italy,Consumer Discretionary
1067,STRATEC,SBS.F,424070294,34.7784,Germany,Health Care
1068,Oma Säästöpankki,OMASP.HE,423121993,12.7683,Finland,Financials
1069,Addiko Bank,ZYE1.F,419176845,21.2445,Austria,Financials
1070,CGG,CGG.PA,418926038,0.587018,France,Energy
1071,Ion Beam Applications,IBAB.BR,418540537,14.3427,Belgium,Health Care
1072,Van de Velde,VAN.BR,417082575,32.8373,Belgium,Consumer Discretionary
1073,2G Energy AG,2GB.DE,416916830,23.2395,Germany,Industrials
1074,ABO Energy,AB9.DE,414835742,44.1065,Germany,Utilities
1075,Sygnity,SGN.WA,414412748,18.2366,Poland,Technology
1076,Safilo Group,SFL.MI,414403037,1.02448,Italy,Consumer Discretionary
1077,ProQR,PRQR,410235904,3.975,Netherlands,Health Care
1078,Navitas Semiconductor,NVTS,409550240,2.1925,Ireland,Technology
1079,RVRC Holding,RVRC.ST,406365270,3.70781,Sweden,Real Estate
1080,Eagle Football Group,EFG.PA,402981214,2.24307,France,Consumer Discretionary
1081,Borussia Dortmund,BVB.F,402323166,3.64499,Germany,Consumer Discretionary
1082,Plejd AB,PLEJD.ST,397701645,35.5767,Sweden,Technology
1083,SNP Schneider-Neureither &amp; Partner,SHF.DE,397418156,54.567,Germany,Technology
1084,init innovation in traffic systems,IXX.DE,395130775,40.0086,Germany,Industrials
1085,PCC Rokita,PCR.WA,394207122,19.856,Poland,Basic Materials
1086,Euroapi,EAPI.PA,393462413,4.13027,France,Health Care
1087,Instone Real Estate Group,INS.DE,389637114,8.99385,Germany,Real Estate
1088,Materialise NV,MTLS,388366816,6.575,Belgium,Technology
1089,BayWa,BYW.F,386169947,23.1856,Germany,Consumer Staples
1090,Viking Line Abp,VIK1V.HE,382012294,22.1072,Finland,Industrials
1091,Synektik Spólka Akcyjna,SNT.WA,380356820,44.595,Poland,Technology
1092,Raisio plc,RAIVV.HE,380106684,2.38866,Finland,Consumer Staples
1093,Newag,NWG.WA,380054319,8.44565,Poland,Industrials
1094,VIB Vermögen,VIH1.F,379987076,11.4957,Germany,Real Estate
1095,Simona,SIM0.F,378518279,63.0864,Germany,Basic Materials
1096,Green Landscaping Group,GREEN.ST,377367343,6.71435,Sweden,Industrials
1097,Nyab AB,NYAB.ST,376998740,0.528755,Sweden,Real Estate
1098,Econocom Group,ECONB.BR,376399301,2.19454,Belgium,Technology
1099,Caisse Régionale de Crédit Agricole du Morbihan,CMO.PA,369425524,70.6352,France,Finance
1100,Stemmer Imaging,S9I.DE,365901003,56.2925,Germany,Technology
1101,Nyxoah,NYXH,362177312,9.49,Belgium,Health Care
1102,PSI Software,PSAN.DE,360768683,23.2934,Germany,Technology
1103,Fonciere Inea,INEA.PA,360336702,33.3225,France,Real Estate
1104,Branicks Group,DIC.DE,359831632,4.2435,Germany,Industrials
1105,Celon Pharma,CLN.WA,358918104,6.66434,Poland,Health Care
1106,Text (LiveChat),TXT.WA,358610086,13.9266,Poland,Technology
1107,Exail Technologies,EXA.PA,358458665,21.0935,France,Technology
1108,Ercros,ECR.MC,357935305,3.91459,Spain,Basic Materials
1109,uniQure,QURE,357286912,7.33,Netherlands,Health Care
1110,MilDef Group,MILDEF.ST,356373686,8.92449,Sweden,Industrials
1111,Jacquet Metals,JCQ.PA,355515065,17.1034,France,Basic Materials
1112,Patrimoine et Commerce SA,PAT.PA,355285030,22.215,France,Real Estate
1113,Home Invest Belgium,HOMI.BR,352668953,17.4269,Belgium,Real Estate
1114,DATAGROUP SE,D6H.DE,351729382,42.2193,Germany,Technology
1115,M1 Kliniken AG,M12.DE,349688429,17.9014,Germany,Health Care
1116,CS Diagnostics,FZRO,346204000,2,Germany,Health Care
1117,Murapol S.A.,MUR.WA,345599043,8.47056,Poland,Real Estate
1118,Sidetrade,ALBFR.PA,345068151,246.954,France,Technology
1119,illimity Bank,ILTY.MI,344838115,4.154,Italy,Financials
1120,Knowit,KNOW.ST,342262377,12.5148,Sweden,Technology
1121,MCI Capital Alternatywna Spólka Inwestycyjna,MCI.WA,341122631,6.5024,Poland,Financials
1122,Groupe Pizzorno Environnement,GPE.PA,340878335,88.2131,France,Industrials
1123,SFC Energy AG,F3C.DE,338922653,19.519,Germany,Industrials
1124,Deceuninck,DECB.BR,338040229,2.44258,Belgium,Industrials
1125,Avio S.p.A.,AVIO.MI,336798982,13.329,Italy,Industrials
1126,Grupo Empresarial San José,GSJ.MC,336595794,5.17632,Spain,Industrials
1127,Credit Agricole Mutuel Toulouse 31,CAT31.PA,336510903,73.3312,France,Finance
1128,Alantra Partners,ALNT.MC,333976301,8.73504,Spain,Financials
1129,Frequentis,FQT.VI,329123468,24.8032,Austria,Industrials
1130,STEICO SE,ST5.DE,328812440,23.3474,Germany,Basic Materials
1131,kneat.com,FOBK.F,328358788,3.49401,Ireland,Technology
