Rank,Name,Symbol,marketcap,price (USD),country,Sector
1502,Hydrogène de France,HDF.PA,76647169,5.21945,France,Utilities
1503,G5 Entertainment,G5EN.ST,76365949,9.79176,Sweden,Communication Services
1504,VITA 34,V3V.DE,75945726,4.35673,Germany,Health Care
1505,Groupe LDLC,ALLDL.PA,75385562,12.3369,France,Consumer Discretionary
1506,SergeFerrari Group,SEFER.PA,74950432,6.5351,France,Industrials
1507,Nilörngruppen,NIL-B.ST,74430449,6.52784,Sweden,Consumer Discretionary
1508,Gascogne Groupe,ALBI.PA,74360651,3.06266,France,Basic Materials
1509,Athos Immobilien,ATH.VI,74116450,42.4889,Austria,Real Estate
1510,Smart Good Things Holding,MLSGT.PA,74071735,3.45088,France,Consumer Discretionary
1511,Aquaporin,AQP.CO,73977442,3.18079,Denmark,Industrials
1512,Verkkokauppa.com,VERK.HE,73909259,1.6327,Finland,Consumer Discretionary
1513,ACTIA Group,ALATI.PA,73850672,3.65577,France,Industrials
1514,Nordwest Handel,NWX.F,72581689,22.6464,Germany,Consumer Discretionary
1515,Miko Group,MIKO.BR,71790359,57.8022,Belgium,Consumer Discretionary
1516,LUDWIG BECK am Rathauseck - Textilhaus Feldmeier,ECK.DE,71724361,19.4112,Germany,Consumer Discretionary
1517,Mister Spex,MRX.F,71655615,2.10288,Germany,Consumer Discretionary
1518,McPhy Energy,MCPHY.PA,71172382,2.53774,France,Industrials
1519,Unibep,UNI.WA,71137597,2.16747,Poland,Real Estate
1520,Icape Holding,ALICA.PA,70650555,8.73504,France,Industrials
1521,S.S. Lazio,SSL.MI,70127618,1.03526,Italy,Communication Services
1522,Nacon,NACON.PA,70051953,0.637334,France,Communication Services
1523,CI Games,CI7.F,69776141,0.365146,Poland,Communication Services
1524,Captor Therapeutics,CTX.WA,69700543,14.9481,Poland,Health Care
1525,WALLIX Group,ALLIX.PA,69659765,10.4605,France,Technology
1526,AFYREN,ALAFY.PA,69495628,2.67443,France,Basic Materials
1527,Hydrogen-Refueling-Solutions,ALHRS.PA,68778195,4.50771,France,Industrials
1528,Cabka,7GW.F,68463280,2.696,Germany,Industrials
1529,WASGAU Produktions &amp; Handels AG,MSH.F,67615658,10.2448,Germany,Consumer Staples
1530,Kostad AG,KES.VI,66878844,2.696,Austria,Real Estate
1531,Netel Holding,NETEL.ST,66502376,1.37085,Sweden,Real Estate
1532,Sequans Communications,SQNS,66481116,2.66,France,Technology
1533,Infas Holding AG,IFS.F,65998059,7.33312,Germany,Consumer Discretionary
1534,FORTEC Elektronik AG,FEV.DE,65899135,20.2739,Germany,Technology
1535,Estoril Sol,ESON.LS,64332471,5.392,Portugal,Consumer Discretionary
1536,Møns Bank,MNBA.CO,63615715,31.8079,Denmark,Financials
1537,Scherzer &amp; Co. AG,PZS.DE,63347892,2.32934,Germany,Consumer Discretionary
1538,Global Fashion Group,GFG.DE,62910769,0.281462,Luxembourg,Consumer Discretionary
1539,Parrot S.A.,PARRO.PA,62673978,2.04896,France,Consumer Discretionary
1540,Dadelo,DAD.WA,62527780,5.35639,Poland,Consumer Discretionary
1541,Adler Group,ADJ.DE,61890366,0.387685,Luxembourg,Real Estate
1542,Exasol AG,EXL.DE,61698462,2.55581,Germany,Technology
1543,Mentice AB,MNTC.ST,61517910,2.40598,Sweden,Health Care
1544,Acanthe Développement,ACAN.PA,60804745,0.366656,France,Real Estate
1545,ORBIS AG,OBS.DE,60761221,6.41648,Germany,Consumer Discretionary
1546,Bever Holding,BEVER.AS,60702979,2.91168,Netherlands,Real Estate
1547,LACROIX Group SA,LACR.PA,60590230,12.9408,France,Industrials
1548,LEWAG Holding,KGR.F,60469751,12.7251,Germany,Consumer Discretionary
1549,BRAIN Biotech,BNN.DE,60314565,2.72835,Germany,Health Care
1550,CGRE AG,LKB.DE,60174701,10.0291,Germany,Real Estate
1551,Affimed,AFMD,60057464,3.83,Germany,Health Care
1552,Ebusco Holding,EBUS.AS,59722010,3.66656,Netherlands,Industrials
1553,Sogeclair,ALSOG.PA,59719314,19.4112,France, Industrials
1554,3U Holding,UUU.DE,59553543,1.6176,Germany,Industrials
1555,Dr. Hönle AG,HNL.DE,59487583,9.81344,Germany,Industrials
1556,Creepy Jar,CRJ.WA,58630256,83.8337,Poland,Communication Services
1557,Groupe Berkem,ALKEM.PA,58470704,3.31069,France,Basic Materials
1558,Toro Corp.,TORO,58427332,3.06,Cyprus,Consumer Discretionary
1559,Bike24 Holding,BIKE.DE,58344242,1.32104,Germany,Consumer Discretionary
1560,Fernheizwerk Neukölln,FHW.F,58039469,25.2346,Germany,Utilities
1561,CombinedX,CX.ST,57866933,3.17999,Sweden,Health Care
1562,Mural Oncology,MURA,57844008,3.395,Ireland,Health Care
1563,Forsee Power,FORSE.PA,57778587,0.775369,France,Industrials
1564,YOC AG,YOC.DE,57360233,16.4995,Germany,Communication Services
1565,Teract S.A.,TRACT.PA,57199659,0.774291,France,Technology
1566,OT Logistics,OTS.WA,56782461,4.33494,Poland,Industrials
1567,cyan AG,CYR.DE,56608110,2.80384,Germany,Technology
1568,Ateme SA,ATEME.PA,56025558,4.8528,France,Technology
1569,Wolftank-Adisa Holding,WOLF.VI,55818152,10.5683,Austria,Industrials
1570,InfraCom Group AB,INFRA.ST,55378821,1.59466,Sweden,Communication Services
1571,Groupe Parot,ALPAR.PA,55059485,9.53305,France,Consumer Discretionary
1572,Polytec Holding,PYT.VI,54555859,2.48032,Austria,Consumer Discretionary
1573,High Co.,HCO.PA,54206936,2.73914,France,Consumer Discretionary
1574,Manz AG,M5Z.DE,52510135,6.14688,Germany,Industrials
1575,ATARI,ALATA.PA,52378290,0.119163,France,   Communication Services
1576,Daldrup &amp; Söhne,4DS.DE,52033983,8.6919,Germany,Utilities
1577,Linz Textil,LTH.VI,51763183,172.544,Austria,Consumer Discretionary
1578,ecotel communication,E4C.DE,51667745,14.7202,Germany,Communication Services
1579,DocCheck,AJ91.DE,51433094,10.137,Germany,Health Care
1580,Artifex Mundi,ART.WA,51417624,4.32248,Poland,Communication Services
1581,IBU-tec advanced materials AG,IBU.DE,50199504,10.5683,Germany,Basic Materials
1582,Gentili Mosconi,GM.MI,50199504,2.64208,Italy,Consumer Discretionary
1583,Alligator Bioscience AB,ATORX.ST,49978418,0.0659312,Sweden,Health Care
1584,SMT Scharf AG,S4AA.DE,49568239,9.05856,Germany,Industrials
1585,Lava Therapeutics,LVTX,49438924,1.88,Netherlands,Health Care
1586,Müller - Die lila Logistik,MLL.DE,48903022,6.14688,Germany,Industrials
1587,Pyxis Tankers,PXS,46014732,4.3,Greece,Industrials
1588,Coheris SA,COH.PA,45494451,8.00173,France,Technology
1589,Orapi SA,ORAP.PA,45383781,6.96646,France,  Basic Materials
1590,Natuzzi,NTZ,44168548,4.01,Italy,Consumer Discretionary
1591,Groupe OKwind,ALOKW.PA,43878546,5.13318,France,Industrials
1592,CeoTronics,CEK.DE,43837377,6.03904,Germany,Industrials
1593,ad pepper media International,APM.DE,43793310,1.99504,Germany,Communication Services
1594,GORE German Office Real Estate,GAG.DE,43246897,0.842199,Germany,Real Estate
1595,Moulinvest,ALMOU.PA,42427693,14.0192,France,Real Estate
1596,edding AG,EDD3.F,42359379,39.4694,Germany,Consumer Discretionary
1597,SGT German Private Equity,GAI.DE,42192412,0.911248,Germany,Financials
1598,Artnet AG,ART.DE,42150954,7.38704,Germany,Communication Services
1599,Berentzen-Gruppe,BEZ.DE,42040134,4.47536,Germany,Consumer Staples
1600,MS Industrie,MSAG.DE,42014407,1.40192,Germany,Industrials
1601,Dierig Holding AG,DIE.DE,41592947,10.137,Germany,Consumer Discretionary
1602,Wiener Privatbank,WPB.VI,41287066,8.24976,Austria,Financials
1603,Delfingen Industry,ALDEL.PA,40748625,15.3133,France,Industrials
1604,Nexstim,NXTMH.HE,39981956,5.90963,Finland,Health Care
1605,Sequana Medical,SEQUA.BR,39923947,0.985657,Belgium,Health Care
1606,RATH Aktiengesellschaft,RAT.VI,39792947,26.5286,Austria,Industrials
1607,BigBen Interactive,BIG.PA,38896819,2.07268,France,Communication Services
1608,Netgem,ALNTG.PA,38656793,1.1431,France,Communication Services
1609,GenSight Biologics,SIGHT.PA,38192883,0.334304,France,Health Care
1610,Hoftex Group AG,NBH.MU,38165858,7.0096,Germany,Consumer Discretionary
1611,Delticom AG,DEX.DE,37426373,2.52346,Germany,Consumer Discretionary
1612,Francotyp-Postalia Holding AG,FPH.DE,37404357,2.39405,Germany,Industrials
1613,Top Ships,TOPS,37297812,8.0623,Greece,Industrials
1614,GBK Beteiligungen AG,GBQ.HM,37123908,5.49984,Germany,Financials
1615,Softing AG,SYT.DE,36944294,4.09792,Germany,    Technology
1616,AHT Syngas Technology,3SQ1.DE,36337755,15.529,Germany,Industrials
1617,Mynaric,MYNA,35921172,1.42,Germany,Technology
1618,Hunyvers,ALHUN.PA,35752128,9.25267,France,Consumer Discretionary
1619,KPS AG,KSC.DE,35503764,0.86272,Germany,Technology
1620,Pantaflix AG,PAL.DE,35014226,1.36957,Germany,Communication Services
1621,Cliq Digital AG,CLIQ.DE,34993206,5.6616,Germany,Communication Services
1622,Starbreeze,STAR-B.ST,34334887,0.0231272,Sweden,    Communication Services
1623,DATRON AG,DAR.DE,34151709,8.6272,Germany,Industrials
1624,Touax SCA,TOUP.PA,34139042,4.86358,France,Industrials
1625,Moolec Science,MLEC,34102484,0.89,Luxembourg,Consumer Staples
1626,Grupa Kapitałowa Immobile,GKI.WA,33983655,0.453424,Poland,Real Estate
1627,BoomBit,BBT.WA,33506166,2.45646,Poland,Communication Services
1628,Lilium,LILM,32897334,0.052,Germany,Industrials
1629,Warimpex Finanz- und Beteiligungs AG,WXF.VI,32562500,0.625472,Austria,Real Estate
1630,Biosynex,ALBIO.PA,32550767,3.02491,France,Health Care
1631,Poulaillon,ALPOU.PA,31983496,6.14688,France,Consumer Discretionary
1632,mwb fairtrade AG,MWB0.DE,31677101,4.25968,Germany,Consumer Discretionary
1633,Hutter &amp; Schrantz Stahlbau AG,HST.VI,31448560,21.0288,Austria,     Industrials
1634,Verimatrix,VMX.PA,31361792,0.364499,France,Technology
1635,INTERSHOP Communications,ISHA.DE,31136584,2.13523,Germany,Technology
1636,Artmarket.com,PRC.PA,31056653,4.51849,France,Communication Services
1637,HiPay Group,ALHYP.PA,30886117,6.03904,France,Technology
1638,STS Group,SF3.DE,30465869,4.72339,Germany,Consumer Discretionary
1639,Iterum Therapeutics,ITRM,29971922,1.32,Ireland,Health Care
1640,Wolford,WOL.VI,29914847,3.12736,Austria,Consumer Discretionary
1641,SW Umwelttechnik Stoiser &amp; Wolschner AG,SWUT.VI,29437681,40.5478,Austria,Industrials
1642,Varengold Bank AG,VG8.DE,29241993,2.91168,Germany,Financials
1643,Halloren Schokoladenfabrik,H2RB.HM,28803058,4.8528,Germany,Consumer Staples
1644,U10 Corp,ALU10.PA,28729201,1.6823,France,Technology
1645,Trophy Games,TGAMES.CO,28468557,1.05544,Denmark,Communication Services
1646,Wedia SA,ALWED.PA,28349253,33.2147,France,Technology
1647,Hvidbjerg Bank,HVID.CO,28178495,16.7714,Denmark,Financials
1648,Prodways Group,PWG.PA,28121320,0.5392,France,Industrials
1649,HWA AG,H9W.DE,27990713,3.86067,Germany,Consumer Discretionary
1650,5th Planet Games,5PG.OL,27913800,0.104009,Denmark,Communication Services
1651,FC Porto,FCP.LS,27660828,1.22938,Portugal,Communication Services
1652,SBF AG,CY1K.DE,26587223,2.73914,Germany,Consumer Discretionary
1653,Delignit AG,DLX.DE,26508962,2.58816,Germany,Industrials
1654,AURES Technologies,ALAUR.PA,26501393,6.72921,France,Technology
1655,SM Wirtschaftsberatungs AG,SMWN.DE,26181387,6.57824,Germany,Financials
1656,Forever Entertainment,8FE.SG,25827115,0.864877,Poland,Communication Services
1657,Nebelhornbahn-Aktiengesellschaft,NHB0.MU,25369136,18.7642,Germany,Industrials
1658,Games Operators,GOP.WA,25017187,4.54919,Poland,Communication Services
1659,Performance Shipping,PSHG,24451650,1.9668,Greece,Industrials
1660,M2i Formation,ALMII.PA,24381178,4.24889,France,Consumer Discretionary
1661,Medigene AG,MDG1.DE,23871319,1.61976,Germany,Health Care
1662,Altisource Portfolio,ASPS,23641294,0.87,Luxembourg,Real Estate
1663,A.S. Création Tapeten,ACWN.DE,22739219,8.24976,Germany,Consumer Discretionary
1664,bet-at-home.com,ACX.DE,22704626,3.2352,Germany,Consumer Discretionary
1665,All in! Games,ALG.WA,22608248,0.298961,Poland,Communication Services
1666,hGears AG,HGEA.DE,22430713,2.1568,Germany,Industrials
1667,Muehlhan AG,M4N.HM,20988828,1.50976,Germany,Industrials
1668,Sporting Clube de Braga,SCB.LS,20964089,17.4701,Portugal,Communication Services
1669,Oncodesign Precision Medicine,ALOPM.PA,20768362,1.1431,France,Health Care
1670,Passat SA,PSAT.PA,20208970,5.11161,France,Industrials
1671,Elbstein AG,EBS.HM,19411194,0.64704,Germany,Consumer Discretionary
1672,DF Deutsche Forfait AG,DFTK.DE,19229214,1.6176,Germany,Financials
1673,Geratherm Medical,GME.DE,19142849,3.53715,Germany,Health Care
1674,MAG Interactive,MAGI.ST,19024851,0.718063,Sweden,Communication Services
1675,Mauna Kea Technologies,ALMKT.PA,18966335,0.279845,France,Health Care
1676,Global Bioenergies,ALGBE.PA,18717009,0.994285,France,Energy
1677,Sporttotal AG,WIG1.DE,18107639,0.511161,Germany,   Communication Services
1678,VIA optronics AG,VIAO,17465854,0.2231,Germany,Technology
1679,Asetek,ASTK.CO,16147067,0.1174,Denmark,Technology
1680,Trinity Biotech,TRIB,15794150,1.6686,Ireland,Health Care
1681,Cherry SE,C3RY.DE,15655488,0.664294,Germany,Consumer Discretionary
1682,Turbo Energy,TURB,15534111,1.41,Spain,Industrials
1683,Predilife,ALPRE.PA,15338291,4.11949,France,Health Care
1684,Big Cheese Studio,BCS.WA,13330402,3.2238,Poland,Communication Services
1685,LL Lucky Games,LADYLU.ST,13312199,0.0464409,Sweden,Communication Services
1686,Don't Nod Entertainment,ALDNE.PA,13247316,1.01154,France,Communication Services
1687,Groupe Airwell,ALAIR.PA,13150414,2.12445,France,Industrials
1688,Réalités,ALREA.PA,12751501,2.41562,France, Real Estate
1689,Gaming Factory,GIF.WA,11961890,1.96816,Poland,Communication Services
1690,Witbe S.A.,ALWIT.PA,11822403,2.87933,France,Technology
1691,Ultimate Games,ULG.WA,11570393,2.21231,Poland,Communication Services
1692,Bertelsmann SE & Co. KGaA,BTG.F,11480531,137.065,Germany,Communication Services
1693,OceanPal,OP,11332520,1.51,Greece,Consumer Discretionary
1694,Brera Holdings,BREA,10939825,0.821,Ireland,Financials
1695,Veganz Group,VEZ.DE,9073994,7.0096,Germany,Consumer Staples
1696,Kalray,ALKAL.PA,8040707,0.925267,France,Technology
1697,Thunderful Group,THUNDR.ST,7053116,0.100342,Sweden,Communication Services
1698,Fragbite Group,FRAG.ST,6641830,0.00195835,Sweden,Communication Services
1699,Scandinavian Airlines System (SAS),SAS.ST,6617833,0.000249607,Sweden,Industrials
1700,Brüder Mannesmann AG,BMM.F,6308638,1.40192,Germany,Industrials
1701,ManyDev Studio,MAN.WA,5842697,0.20429,Poland,Communication Services
1702,Mainz Biomed,MYNZ,5718605,0.2235,Germany, Health Care
1703,Nitro Games,NITRO.ST,5345940,0.214486,Finland,Communication Services
1704,Vivid Games,VVD.WA,5308709,0.164429,Poland,Communication Services
1705,Gaming Corps,GCOR.ST,5097159,0.0537148,Sweden,Communication Services
1706,Maximum Entertainment,8R7.F,5014989,0.0498221,Sweden,Communication Services
1707,PunkPirates,PUN.WA,3942991,0.13,Poland, Communication Services
1708,Qiiwi Games,QIIWI.ST,2760192,0.298416,Sweden,Communication Services
1709,Sozap,SOZAP.ST,1213185,0.0545541,Sweden,Communication Services
1710,T-Bull,TBL.WA,899981,0.757368,Poland,Communication Services
1711,Compleo Charging Solutions,C0M.F,772897,0.130486,Germany,Industrials
1712,PREOS Real Estate,PAG.F,440091,0.00387855,Germany,Real Estate
1713,Esports Entertainment,GMBL,275035,0.24,Malta,Communication Services
1714,Qiwi,QIWI.ME,0,2.56,Cyprus,Financials
1715,X5 Retail Group,FIVE.ME,0,32.42,Netherlands,Consumer Staples
1716,Yandex,YNDX.ME,0,0,Netherlands, Communication Services
